day	asma	pm10
2141	0	15
2142	0	13
2143	2	15
2144	2	15
2145	1	22
2146	0	19
2147	1	17
2148	0	34
2149	14	29
2150	5	19
2151	5	22
2152	2	20
2153	2	24
2154	5	15
2155	5	27
2156	0	28
2157	3	28
2158	0	15
2159	1	17
2160	1	24
2161	1	13
2162	2	13
2163	0	18
2164	0	21
2165	1	26
2166	0	22
2167	1	33
2168	1	17
2169	2	21
2170	0	25
2171	0	20
2172	1	21
2173	1	24
2174	0	16
2175	0	13
2176	0	17
2177	1	20
2178	4	17
2179	0	10
2180	0	21
2181	0	16
2182	0	17
2183	1	18
2184	1	24
2185	1	30
2186	0	28
2187	0	10
2188	0	11
2189	0	15
2190	2	15
2191	0	18
2192	3	34
2193	2	45
2194	2	8
2195	0	16
2196	2	8
2197	4	23
2198	3	29
2199	2	11
2200	2	14
2201	2	23
2202	2	18
2203	0	11
2204	1	13
2205	0	19
2206	2	19
2207	2	16
2208	0	20
2209	0	23
2210	3	16
2211	1	26
2212	1	19
2213	1	18
2214	0	13
2215	2	16
2216	1	13
2217	2	12
2218	2	22
2219	1	19
2220	0	14
2221	0	23
2222	0	28
2223	0	19
2224	0	15
2225	1	30
2226	2	8
2227	1	14
2228	0	13
2229	1	20
2230	2	18
2231	1	15
2232	1	19
2233	2	16
2234	1	5
2235	0	13
2236	1	10
2237	0	13
2238	3	11
2239	1	14
2240	0	22
2241	2	16
2242	0	23
2243	0	19
2244	0	15
2245	0	16
2246	2	30
2247	1	24
2248	1	13
2249	1	8
2250	0	9
2251	0	9
2252	1	11
2253	2	11
2254	1	13
2255	2	18
2256	1	13
2257	1	27
2258	0	23
2259	4	13
2260	2	19
2261	4	19
2262	2	23
2263	1	14
2264	1	15
2265	0	15
2266	2	16
2267	2	19
2268	1	20
2269	1	21
2270	0	22
2271	0	29
2272	1	18
2273	2	9
2274	0	10
2275	3	24
2276	1	14
2277	0	24
2278	3	22
2279	2	15
2280	0	23
2281	3	22
2282	1	26
2283	1	34
2284	0	40
2285	1	31
2286	0	26
2287	3	14
2288	1	26
2289	1	17
2290	2	25
2291	1	17
2292	5	27
2293	0	24
2294	0	12
2295	0	14
2296	1	21
2297	0	17
2298	1	7
2299	1	13
2300	0	12
2301	1	8
2302	1	11
2303	3	15
2304	2	12
2305	1	14
2306	0	12
2307	0	17
2308	1	17
2309	2	21
2310	0	19
2311	1	19
2312	1	23
2313	1	18
2314	0	24
2315	0	18
2316	1	8
2317	0	11
2318	1	16
2319	0	20
2320	0	14
2321	0	20
2322	1	8
2323	3	12
2324	0	14
2325	0	16
2326	1	28
2327	1	17
2328	0	18
2329	0	13
2330	2	9
2331	2	10
2332	2	12
2333	1	21
2334	1	20
2335	0	15
2336	0	8
2337	2	11
2338	1	17
2339	4	30
2340	1	23
2341	1	12
2342	1	10
2343	0	12
2344	0	23
2345	1	24
2346	1	28
2347	0	30
2348	1	32
2349	3	21
2350	0	19
2351	0	26
2352	0	23
2353	0	33
2354	1	40
2355	1	46
2356	3	46
2357	2	26
2358	1	24
2359	2	37
2360	1	43
2361	0	48
2362	1	17
2363	0	15
2364	0	15
2365	2	28
2366	1	16
2367	1	10
2368	1	17
2369	0	12
2370	0	14
2371	0	21
2372	2	24
2373	2	16
2374	0	21
2375	0	14
2376	1	17
2377	1	21
2378	0	26
2379	0	40
2380	0	28
2381	1	41
2382	1	39
2383	1	27
2384	0	29
2385	0	28
2386	0	35
2387	0	39
2388	1	45
2389	0	37
2390	3	38
2391	1	47
2392	0	15
2393	0	25
2394	1	14
2395	1	16
2396	0	15
2397	0	15
2398	1	25
2399	0	16
2400	2	24
2401	1	21
2402	1	19
2403	0	24
2404	0	30
2405	0	30
2406	2	24
2407	0	35
2408	3	46
2409	0	44
2410	1	45
2411	1	33
2412	2	23
2413	1	57
2414	0	35
2415	2	40
2416	1	40
2417	0	34
2418	1	24
2419	0	11
2420	1	14
2421	0	10
2422	0	17
2423	1	12
2424	0	11
2425	0	13
2426	0	12
2427	0	13
2428	0	10
2429	1	16
2430	0	16
2431	1	13
2432	0	8
2433	1	14
2434	1	5
2435	0	8
2436	1	10
2437	0	12
2438	2	14
2439	1	12
2440	0	10
2441	3	8
2442	1	8
2443	1	9
2444	5	10
2445	1	7
2446	2	7
2447	0	10
2448	3	9
2449	4	8
2450	2	14
2451	1	15
2452	0	19
2453	1	16
2454	2	20
2455	0	14
2456	1	10
2457	2	16
2458	1	11
2459	0	16
2460	2	14
2461	0	13
2462	1	10
2463	2	9
2464	1	14
2465	3	11
2466	0	11
2467	0	14
2468	0	16
2469	1	14
2470	1	15
2471	0	20
2472	1	11
2473	0	8
2474	1	9
2475	1	12
2476	3	17
2477	1	10
2478	1	14
2479	1	15
2480	0	12
2481	1	12
2482	2	7
2483	1	9
2484	2	11
2485	1	9
2486	0	10
2487	0	19
2488	2	22
2489	1	19
2490	1	13
2491	1	13
2492	1	13
2493	0	20
2494	0	18
2495	1	18
2496	0	21
2497	0	23
2498	0	23
2499	0	28
2500	2	45
2501	2	23
2502	1	16
2503	0	16
2504	2	15
2505	0	15
2506	2	13
2507	1	14
2508	1	13
2509	0	12
2510	1	15
2511	2	10
2512	3	16
2513	1	14
2514	1	16
2515	1	14
2516	0	13
2517	0	17
2518	0	26
2519	0	38
2520	0	35
2521	1	41
2522	0	39
2523	1	47
2524	1	53
2525	1	49
2526	3	36
2527	1	38
2528	1	13
2529	2	13
2530	1	27
2531	0	19
2532	0	20
2533	1	24
2534	0	13
2535	1	21
2536	1	16
2537	1	14
2538	1	12
2539	0	10
2540	1	8
2541	0	15
2542	0	18
2543	0	14
2544	1	13
2545	1	14
2546	1	14
2547	1	18
2548	0	24
2549	1	22
2550	0	32
2551	1	29
2552	1	17
2553	1	11
2554	1	19
2555	1	13
2556	0	18
2557	2	25
2558	1	18
2559	2	25
2560	3	23
2561	0	28
2562	4	40
2563	0	31
2564	1	31
2565	1	28
2566	1	24
2567	2	16
2568	3	13
2569	1	8
2570	2	19
2571	3	29
2572	0	25
2573	0	18
2574	1	13
2575	1	17
2576	0	25
2577	0	23
2578	0	23
2579	0	25
2580	0	13
2581	1	7
2582	0	15
2583	2	15
2584	0	18
2585	2	13
2586	0	20
2587	0	23
2588	1	17
2589	1	22
2590	4	21
2591	3	18
2592	0	17
2593	0	19
2594	1	19
2595	1	8
2596	0	12
2597	0	31
2598	2	17
2599	3	19
2600	2	19
2601	0	14
2602	1	16
2603	1	25
2604	3	24
2605	0	13
2606	2	15
2607	0	14
2608	1	16
2609	1	9
2610	1	17
2611	0	23
2612	0	30
2613	2	38
2614	0	27
2615	4	22
2616	0	27
2617	1	28
2618	3	24
2619	0	18
2620	1	21
2621	0	10
2622	2	15
2623	1	14
2624	3	13
2625	0	7
2626	1	11
2627	1	11
2628	1	28
2629	1	30
2630	2	26
2631	2	29
2632	1	14
2633	0	8
2634	3	24
2635	0	22
2636	2	13
2637	0	16
2638	5	15
2639	0	23
2640	0	36
2641	1	23
2642	0	29
2643	1	25
2644	1	18
2645	0	18
2646	0	36
2647	1	37
2648	0	16
2649	1	15
2650	1	4
2651	0	14
2652	1	23
2653	1	29
2654	1	24
2655	1	32
2656	1	40
2657	0	16
2658	2	10
2659	0	16
2660	1	13
2661	0	11
2662	1	4
2663	0	3
2664	0	8
2665	2	15
2666	0	21
2667	0	26
2668	0	23
2669	1	11
2670	0	19
2671	2	18
2672	0	23
2673	3	13
2674	1	12
2675	1	17
2676	0	9
2677	0	14
2678	2	18
2679	1	7
2680	0	13
2681	0	11
2682	1	14
2683	1	11
2684	0	10
2685	0	16
2686	1	14
2687	1	8
2688	0	10
2689	1	13
2690	0	13
2691	1	13
2692	2	19
2693	2	18
2694	1	22
2695	0	18
2696	1	10
2697	0	17
2698	1	15
2699	1	10
2700	0	18
2701	1	18
2702	2	12
2703	2	15
2704	0	16
2705	3	10
2706	1	10
2707	2	15
2708	1	23
2709	2	23
2710	3	26
2711	0	22
2712	0	23
2713	1	25
2714	6	11
2715	1	28
2716	1	20
2717	0	18
2718	1	14
2719	1	20
2720	1	31
2721	2	14
2722	1	20
2723	3	13
2724	2	15
2725	1	19
2726	1	21
2727	1	19
2728	1	18
2729	1	41
2730	1	43
2731	2	34
2732	1	28
2733	0	39
2734	2	21
2735	1	11
2736	1	20
2737	1	16
2738	4	19
2739	1	30
2740	0	34
2741	1	13
2742	1	12
2743	2	19
2744	0	12
2745	2	18
2746	0	17
2747	0	10
2748	0	12
2749	0	8
2750	0	13
2751	2	14
2752	1	18
2753	0	20
2754	0	18
2755	2	14
2756	0	15
2757	1	25
2758	0	19
2759	0	34
2760	0	31
2761	2	18
2762	0	14
2763	0	6
2764	0	10
2765	0	14
2766	1	13
2767	0	18
2768	0	20
2769	1	14
2770	1	18
2771	1	14
2772	0	16
2773	0	19
2774	0	19
2775	2	24
2776	1	9
2777	2	6
2778	0	11
2779	0	15
2780	1	12
2781	0	16
2782	0	20
2783	2	19
2784	4	29
2785	1	30
2786	0	20
2787	3	16
2788	0	12
2789	1	29
2790	2	38
2791	0	30
2792	2	9
2793	1	7
2794	2	10
2795	0	14
2796	1	16
2797	2	22
2798	2	21
2799	1	29
2800	0	32
2801	1	19
2802	2	25
2803	1	18
2804	2	15
2805	2	20
2806	3	23
2807	0	15
2808	0	14
2809	1	13
2810	2	12
2811	0	15
2812	2	15
2813	2	16
2814	0	17
2815	0	23
2816	0	22
2817	0	25
2818	1	20
2819	2	16
2820	1	15
2821	0	19
2822	0	17
2823	0	17
2824	1	12
2825	1	12
2826	2	15
2827	0	21
2828	3	30
2829	0	16
2830	1	13
2831	0	12
2832	0	15
2833	0	14
2834	0	14
2835	2	14
2836	1	12
2837	1	12
2838	2	10
2839	0	9
2840	1	8
2841	0	13
2842	1	19
2843	0	8
2844	0	11
2845	0	15
2846	4	19
2847	1	15
2848	1	14
2849	2	16
2850	1	12
2851	2	13
2852	2	13
2853	0	13
2854	1	10
2855	3	12
2856	0	18
2857	1	22
2858	1	11
2859	2	13
2860	0	13
2861	2	10
2862	0	13
2863	0	16
2864	2	16
2865	1	13
2866	1	15
2867	3	13
2868	0	14
2869	0	15
2870	0	23
2871	1	13
2872	1	16
2873	1	13
2874	2	13
2875	2	11
2876	0	11
2877	0	16
2878	0	25
2879	2	35
2880	1	20
2881	1	19
2882	1	29
2883	0	29
2884	4	32
2885	7	26
2886	3	46
2887	3	20
2888	1	21
2889	0	29
2890	5	25
2891	8	18
2892	2	19
2893	0	20
2894	4	23
2895	3	28
2896	3	13
2897	1	12
2898	2	16
2899	0	14
2900	2	14
2901	0	15
2902	0	14
2903	1	22
2904	2	21
2905	1	11
2906	0	15
2907	0	13
2908	1	11
2909	1	14
2910	1	11
2911	1	15
2912	0	18
2913	1	27
2914	0	29
2915	2	32
2916	0	14
2917	0	20
2918	1	23
2919	3	19
2920	0	24
2921	2	28
2922	0	30
